id	text
en-MX_141	What is installed in front of the house when a family member dies in Mexico?
es-MX_142	¿Cuándo se suele realizar una celebración o ceremonia de embarazo en México?
en-MX_142	When is a pregnancy celebration or ceremony usually held in Mexico?
es-MX_143	¿Qué evento se suele realizar antes de una boda en México?
en-MX_143	What event is usually held before a wedding in Mexico?
es-MX_144	¿Qué se suele compartir con los niños durante el Año Nuevo (Lunar) en México?
en-MX_144	What is usually shared to the children during (Lunar) New Year in Mexico?
es-MX_145	¿Qué actividades se suelen realizar días antes del Ramadán en México?
en-MX_145	What activities are usually done days before Ramadan in Mexico?
es-MX_146	¿Cuál es la atracción turística más popular para los visitantes extranjeros en México?
en-MX_146	What is the most popular tourist attraction for foreign visitors in Mexico?
es-MX_147	¿Cuáles son los sitios religiosos (templo, iglesia, etc.) más populares para el turismo en México?
en-MX_147	What is the most popular religious sites (temple, church, etc.) for tourism in Mexico?
es-MX_148	¿Qué ropa suelen usar las mujeres en la ceremonia de graduación en México?
en-MX_148	What clothes do women usually wear on graduation commencement ceremony in Mexico?
es-MX_149	¿Qué bebida se consume comúnmente en México cuando el clima está frío?
en-MX_149	What drink is commonly consumed in Mexico when the weather is cold?
es-MX_150	¿Qué fruta se vende y se encuentra más comúnmente durante el Ramadán en México?
en-MX_150	What fruit is more commonly sold and found during Ramadan in Mexico?
es-MX_151	¿Qué carbohidrato se sirve usualmente con pollo en un restaurante de comida rápida en México?
en-MX_151	What carbohydrate is usually served with chicken in a fast-food restaurant in Mexico?
es-MX_152	¿Cuál es el deporte de artes marciales más famoso en México?
en-MX_152	What is the most famous martial art sports in Mexico?
es-MX_153	¿Qué deportes se transmiten frecuentemente en la televisión nacional en México?
en-MX_153	What sports are often broadcasted on national television in Mexico?
es-MX_154	¿Qué deportes fueron populares entre la gente de México durante la pandemia de COVID-19?
en-MX_154	What sports were popular among people from Mexico during the COVID-19 pandemic?
es-MX_155	¿Quién es el entrenador de fútbol más popular en México?
en-MX_155	Who is the most popular soccer coach in Mexico?
es-MX_156	¿Qué equipos de fútbol en México son famosos por su intensa rivalidad? (p. ej. ___ vs ___)
en-MX_156	What soccer teams in Mexico are famous for their intense rivalry? (e.g. ___ vs ___)
es-MX_157	¿Cuáles son los nombres de los aficionados al fútbol en México que son famosos por su intensa rivalidad? (p. ej. ___ vs ___)
en-MX_157	What are the names of soccer supporters in Mexico who are famous for their intense rivalry? (e.g. ___ vs ___)
es-MX_158	¿Quién es el jugador de bádminton masculino más famoso en México?
en-MX_158	Who is the most famous male badminton player in Mexico?
es-MX_159	¿Quién es la jugadora de bádminton femenino más famosa en México?
en-MX_159	Who is the most famous female badminton player in Mexico?
es-MX_160	¿Qué deporte recibe más apoyo del gobierno en México?
en-MX_160	What sport gets the most support from the government in Mexico?
es-MX_161	¿Qué instalaciones de campos deportivos suelen estar disponibles en las escuelas de México?
en-MX_161	What sports field facilities are usually available at schools in Mexico?
es-MX_162	¿Qué bebida de café disfrutan más comúnmente las personas de México?
en-MX_162	What cafe beverage do people from Mexico most commonly enjoy?
es-MX_163	¿Cuál es la comida preferida para curar la cruda de las personas en México?
en-MX_163	What is the preferred hangover cure food for people from Mexico?
es-MX_164	¿Cuál es la comida típica a domicilio en México?
en-MX_164	What is the typical delivery food in Mexico?
es-MX_165	¿Qué tipo de carne es la más consumida por la gente de México?
en-MX_165	What type of meat is consumed most by people from Mexico?
es-MX_166	¿Qué fruta comen comúnmente las personas en México durante la temporada de otoño?
en-MX_166	What fruit do people from Mexico often eat in the autumn season?
es-MX_167	¿Qué guarnición se sirve más comúnmente en una mesa de comedor en México?
en-MX_167	What side dish is the most commonly served on a dining table in Mexico?
es-MX_168	¿Qué comen las personas de México mientras ven un partido de fútbol?
en-MX_168	What do people from Mexico eat while watching a soccer game?
es-MX_169	¿Cuál es el alimento nutritivo representativo en México?
en-MX_169	What is the representative nourishing food in Mexico?
es-MX_170	¿Quién es el futbolista más famoso de México?
en-MX_170	Who is the most famous soccer player in Mexico?
es-MX_171	¿Qué deportes disfrutan los estudiantes varones durante la hora del almuerzo en la escuela en México?
en-MX_171	What sports do male students enjoy during lunch time at school in Mexico?
es-MX_172	¿Cuál es el deporte más común en el que participan las niñas durante las clases de educación física en México?
en-MX_172	What is the most common sport girls participate in during physical education classes in Mexico?
es-MX_173	¿Quién es el jugador de voleibol más popular en México?
en-MX_173	Who is the most popular volleyball player in Mexico?
es-MX_174	¿Qué evento deportivo apoyan con más pasión las personas de México en las competiciones internacionales?
en-MX_174	What sports event do people from Mexico passionately support the most in international competitions?
es-MX_175	¿Qué país se considera el mayor rival en partidos de fútbol para México?
en-MX_175	Which country is considered the biggest rival in soccer matches for Mexico?
es-MX_176	¿A qué tipo de academias deportivas asisten más los niños en México?
en-MX_176	What type of sports academies do children attend the most in Mexico?
es-MX_177	¿Cuál es la comida más consumida en los estadios deportivos mientras se ven partidos en México?
en-MX_177	What is the most commonly eaten food in sports stadiums while watching games in Mexico?
es-MX_178	¿Cuáles son los deportes típicos que se juegan en el día del deporte escolar en México?
en-MX_178	What are the typical sports played in Mexico's school sports day?
es-MX_179	¿Cuáles son los deportes populares entre la población de mediana edad en México?
en-MX_179	What are the popular sports among the middle-aged population in Mexico?
es-MX_180	¿Quién es el deportista de deportes de invierno más popular en México?
en-MX_180	Who is the most popular winter sports player in Mexico?
es-MX_181	¿Quién es el nadador más famoso de México?
en-MX_181	Who is the most famous swimmer in Mexico?
es-MX_182	¿Cuál es el juego de e-sports más popular en México?
en-MX_182	What is the most popular e-sports game in Mexico?
es-MX_183	¿Qué comida simbólica comen las personas de México en el Año Nuevo (Lunar)?
en-MX_183	What symbolic food do people from Mexico eat on (Lunar) New Year?
es-MX_184	¿Cuál es el destino turístico nacional más popular entre la gente de México?
en-MX_184	What is the most popular domestic vacation spot for people from Mexico?
es-MX_185	¿Cuál es el regalo de boda más común entre novios en México?
en-MX_185	What is the most common wedding gift between bride and groom in Mexico?
es-MX_186	¿Qué se suele dar como gesto de felicitación al asistir a la boda de un amigo en México?
en-MX_186	What is typically given as a congratulatory gesture when attending a friend's wedding in Mexico?
es-MX_187	¿Cuánto tiempo (en días) dura típicamente un funeral en México? (Proporcione solo números arábigos (por ejemplo, 12).)
en-MX_187	How long (in days) does a funeral typically last in Mexico? (Provide Arabic numerals (e.g., 12) only.)
es-MX_188	¿Qué deberías preparar como ofrenda de condolencia al asistir a un funeral en México?
en-MX_188	What should you prepare as a condolence offering when attending a funeral in Mexico?
es-MX_189	¿Qué tipo de comida se ofrece comúnmente en las funerarias en México?
en-MX_189	What type of food is commonly provided at funeral parlors in Mexico?
es-MX_190	¿Qué hacen las personas en México en la mañana del Año Nuevo (Lunar)?
en-MX_190	What do people do in Mexico in the morning of the (Lunar) New Year?
es-MX_191	¿Cuándo es el día con la congestión de tráfico más severa a nivel nacional en México?
en-MX_191	When is the day with Mexico's most severe nationwide traffic congestion?
es-MX_192	¿Cuál es el destino de luna de miel más popular en México?
en-MX_192	What is the most popular honeymoon destination in Mexico?
es-MX_193	¿Cuál es la fiesta nacional más importante en México?
en-MX_193	What is the most important national holiday in Mexico?
es-MX_194	¿Qué comen las personas de México en Ramadán?
en-MX_194	What do people from Mexico eat in Ramadan?
es-MX_195	¿Qué comen las personas de México en Eid ul Fitr?
en-MX_195	What do people from Mexico eat in Eid ul Fitr?
es-MX_196	¿Qué comen las personas de México en Eid ul Adha?
en-MX_196	What do people from Mexico eat in Eid ul Adha?
es-MX_197	¿A dónde va la gente de México para celebrar el Año Nuevo?
en-MX_197	Where do people from Mexico go to celebrate New Year's Day?
es-MX_198	¿Dónde se reúne una familia para las festividades de Eid en México?
en-MX_198	Where do a family gather for Eid festivities in Mexico?
es-MX_199	¿Cuándo es el fin de semana en México (por ejemplo, lunes, martes)?
en-MX_199	When is the weekend in Mexico (e.g. Monday, Tuesday)?
es-MX_200	¿A qué hora comienza la mayoría de la gente a trabajar en México? (Proporcionar en formato HH:MM, por ejemplo, 18:00, 09:00).
en-MX_200	At what time do most people start work in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)
es-MX_201	¿A qué hora termina la mayoría de la gente de trabajar en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)
en-MX_201	At what time do most people finish work in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)
es-MX_202	¿Qué se considera un empleo seguro en México?
en-MX_202	What is considered to be a secure job in Mexico?
es-MX_203	¿Cuál ciudad es el principal centro comercial en México?
en-MX_203	Which city is the primary commercial hub in Mexico?
es-MX_204	¿Cuál es la industria que mejor paga en México?
en-MX_204	What is the industry that pays the best in Mexico?
es-MX_205	¿Cuál es la corporación pública más famosa de México?
en-MX_205	What is the most famous public corporation in Mexico?
es-MX_206	¿Cuál es el platillo más famoso de México?
en-MX_206	What is the most famous dish in Mexico?
es-MX_207	¿Qué suelen desayunar las personas en México?
en-MX_207	What do people usually have for breakfast in Mexico?
es-MX_208	¿A qué hora suelen almorzar las personas en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)
en-MX_208	When do people usually have lunch in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)
es-MX_209	¿Qué es típicamente indispensable en las comidas en México?
en-MX_209	What is typically indispensable in meals in Mexico?
es-MX_210	¿Cuál es una comida festiva típica en México?
en-MX_210	What is a typical festive meal in Mexico?
es-MX_211	¿Qué fruta suelen ofrecer a los turistas/visitantes del extranjero en México?
en-MX_211	Which fruit do people usually offer tourists/visitors from abroad in Mexico?
es-MX_212	¿Qué comida suelen ofrecer como caridad las personas en México?
en-MX_212	Which food do people usually offer as charity in Mexico?
es-MX_213	¿Cuál es la comida rápida más barata en México?
en-MX_213	What is the cheapest fast food in Mexico?
es-MX_214	¿Qué suelen tomar las personas con té en México?
en-MX_214	What do people usually have with tea in Mexico?
es-MX_215	¿Qué acompaña la gente con el café en México?
en-MX_215	What do people have with coffee in Mexico?
es-MX_216	¿Cuál es la comida tradicional más popular en México?
en-MX_216	What is the most popular traditional food in Mexico?
es-MX_217	¿Cuál es la salsa para untar más popular en México?
en-MX_217	What is the most popular dipping sauce in Mexico?
es-MX_218	¿Cuál es la comida más consumida durante el ayuno cristiano en México?
en-MX_218	What food is most often consumed during Christian fasting in Mexico?
es-MX_219	¿Qué comida se prepara habitualmente cuando las madres dan a luz en México?
en-MX_219	What food is usually prepared when mothers give birth in Mexico?
es-MX_220	¿Quién es la deportista femenina más popular en México?
en-MX_220	Who is the most popular female sportperson in Mexico?
es-MX_221	¿Dónde se preparan la mayoría de los estudiantes de primaria para sus exámenes en México?
en-MX_221	Where do most elementary school students prepare for their exams in Mexico?
es-MX_222	¿En qué grado escolar los estudiantes en México presentan su primer examen a nivel nacional?
en-MX_222	In Mexico, at which grade level do students take their first national-level examination?
es-MX_223	¿Qué región de México es ampliamente conocida por su industria del café/té?
en-MX_223	Which region in Mexico is widely known for its coffee/tea industry?
es-MX_224	¿Qué región de México es ampliamente conocida por su industria ganadera?
en-MX_224	Which region in Mexico is widely known for its livestock industry?
es-MX_225	¿Cuál es la principal ocupación de las personas que viven en los desiertos de México?
en-MX_225	What is the main occupation of people living in deserts in Mexico?
es-MX_226	¿Qué animal se utiliza típicamente para el transporte en México?
en-MX_226	Which animal is typically used for transportation in Mexico?
es-MX_227	¿Cuál es el cómic más popular para niños en México?
en-MX_227	What is the most popular comic book for children to read in Mexico?
es-MX_228	¿Cuál es el canal de YouTube más popular para niños en México?
en-MX_228	What is the most popular YouTube channel for children in Mexico?
es-MX_229	¿Cuál es el programa de entrevistas más popular en México?
en-MX_229	What is the most popular talk show in Mexico?
es-MX_230	¿Cuál es la festividad religiosa más famosa en México?
en-MX_230	What is the most famous religious holiday in Mexico?
es-MX_231	¿Cuál es el mes más ocupado para bodas en México? (Proporciona solo números arábigos (por ejemplo, 1).)
en-MX_231	What is the busiest month for weddings in Mexico? (Provide Arabic numerals (e.g., 1) only.)
es-MX_232	¿Cuál es el instrumento musical tradicional más popular en México?
en-MX_232	What is the most popular traditional musical instrument in Mexico?
es-MX_233	¿Cuál es el principal producto agrícola producido en México?
en-MX_233	What is the main agricultural product produced in Mexico?
es-MX_234	¿Cuál es el alimento a base de trigo más popular en México?
en-MX_234	What is the most popular wheat-based food item in Mexico?
es-MX_235	¿Cuál es la bebida más típica que se ofrece a los invitados cuando visitan hogares en México?
en-MX_235	What is the most typical drink offered to guests when they visit households in Mexico?
es-MX_236	¿Cuál es el platillo más popular preparado con pescado en México?
en-MX_236	What is the most popular dish cooked with fish in Mexico?
es-MX_237	¿Qué comida les gusta comer a las personas de México durante el clima lluvioso?
en-MX_237	What food do people from Mexico like to eat during rainy weather?
es-MX_238	¿Qué bebida se consume comúnmente en México cuando hace calor?
en-MX_238	What drink is commonly consumed in Mexico when the weather is hot?
es-MX_239	¿Cuál es el deporte de interior más popular en México?
en-MX_239	What is the most popular indoor sport in Mexico?
es-MX_240	¿Qué deporte les gusta ver a los hombres en México?
en-MX_240	What sport do men in Mexico like to watch?
es-MX_241	¿Qué deporte les gusta ver a las mujeres en México?
en-MX_241	What sport do women in Mexico like to watch?
es-MX_242	¿Cuál es la bebida más popular que a la gente de México le gusta tomar en su lugar de trabajo?
en-MX_242	What is the most popular beverage that people from Mexico like to drink in their workplace?
es-MX_243	¿En qué festividad suelen reunirse todos los miembros de la familia en México?
en-MX_243	On which holiday do all family members tend to reunite in Mexico?
es-MX_244	¿Qué juegos tradicionales juegan las familias durante las festividades tradicionales en México?
en-MX_244	What traditional games do families play during traditional holidays in Mexico?
es-MX_245	¿Qué tipo de ropa usan las personas de México durante los festivales tradicionales?
en-MX_245	What type of clothing do people from Mexico wear during traditional festivals?
es-MX_246	¿Qué accesorios tradicionales de festivales usan las personas en México?
en-MX_246	What traditional festival accessories do people from Mexico wear?
es-MX_247	¿Cuál es la región más famosa para la producción de alcohol en México?
en-MX_247	What is the most famous region for alcohol production in Mexico?
es-MX_248	¿Qué fruta comen a menudo las personas de México en la temporada de verano?
en-MX_248	What fruit do people from Mexico often eat in the summer season?
es-MX_249	¿Qué región de México es conocida por sus mariscos?
en-MX_249	Which region in Mexico is known for its seafood?
es-MX_250	¿Cuál es la región más popular para esquiar en México?
en-MX_250	Which region in Mexico is the most popular skiing destination?
es-MX_251	¿Quién es el luchador de artes marciales más popular en México?
en-MX_251	Who is the most popular martial arts player in Mexico?
es-MX_252	¿Cuál deporte ha sido uno de los de más rápido crecimiento en México durante la última década?
en-MX_252	Which sport has been one of the fastest-growing in Mexico over the last decade?
es-MX_253	¿Cuál es el país de destino más popular para los estudiantes de México que estudian en el extranjero?
en-MX_253	Which country is the most popular destination for students from Mexico studying abroad?
es-MX_254	¿Cuántas personas trabajan en una familia típica en México? (Proporcione solo números arábigos (por ejemplo, 1).)
en-MX_254	How many people work in a typical family in Mexico? (Provide Arabic numerals (e.g., 1) only.)
es-MX_255	¿En México, quién se encarga de los niños cuando ambos padres están trabajando?
en-MX_255	In Mexico, who takes care of kids when both parents are working?
es-MX_256	¿Cuál es la bebida alcohólica preferida por los hombres de México?
en-MX_256	What is the preferred alcoholic beverage for men from Mexico?
es-MX_257	¿Cuál es la bebida alcohólica preferida por las mujeres de México?
en-MX_257	What is the preferred alcoholic beverage for women from Mexico?
es-MX_258	¿Cuántas personas en promedio suelen asistir a una boda en México? (Proporciona solo números arábigos (por ejemplo, 1).)
en-MX_258	How many people on average typically attend a wedding in Mexico? (Provide Arabic numerals (e.g., 1) only.)
es-MX_259	¿Qué tipo de carne suelen comer las personas cuando hacen carne asada en México?
en-MX_259	What kind of meat do people usually eat when they have barbecue in Mexico?
es-MX_260	¿A qué hora suelen desayunar las personas en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)
en-MX_260	When do people usually have breakfast in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)
es-MX_261	¿Qué tipos de comida suelen comer las personas en México como bocadillos nocturnos?
en-MX_261	What kinds of food do people usually eat for late-night snacks in Mexico?
es-MX_262	¿Cuál es el platillo picante más famoso de México?
en-MX_262	What is the most famous spicy dish in Mexico?
es-MX_263	¿Qué alimentos suelen acompañar las personas con bebidas alcohólicas fuertes en México?
en-MX_263	What food items do people typically pair with hard liquor in Mexico?
es-MX_264	¿Qué condimento esencial es indispensable en la cocina en México?
en-MX_264	What seasoning is indispensable in cooking in Mexico?
es-MX_265	¿Qué comida consumen típicamente las personas cuando el clima está frío en México?
en-MX_265	What food do people typically consume when the weather is cold in Mexico?
es-MX_266	¿Cuál es la marca de alcohol más famosa en México?
en-MX_266	What is the most famous alcohol brand in Mexico?
es-MX_267	¿Qué alimentos suelen comer las personas cuando están enfermas en México?
en-MX_267	What foods do people usually eat when they are sick in Mexico?
es-MX_268	¿Qué alimentos preparados/listos para comer suelen comprar las personas en los supermercados de México?
en-MX_268	What prepared/ready-to-eat food do people typically buy at supermarkets in Mexico?
es-MX_269	¿Cuál es la película relacionada con el deporte más famosa en México?
en-MX_269	What is the most famous sports-related movie in Mexico?
es-MX_270	¿Qué deporte extremo desean intentar más las personas en general en México?
en-MX_270	What extreme sport do people generally wish to try the most in Mexico?
es-MX_271	¿Cuál es la prueba de atletismo más popular para ver durante las competiciones en México?
en-MX_271	Which track and field event is the most popular to watch during competitions in Mexico?
es-MX_272	¿Cuál es el evento de gimnasia más popular para ver durante las competencias en México?
en-MX_272	Which gymnastics event is the most popular to watch during competitions in Mexico?
es-MX_273	¿Quién es el jugador de tenis de mesa más famoso en México?
en-MX_273	Who is the most famous table tennis player in Mexico?
es-MX_274	En los Juegos Olímpicos de Invierno, ¿cuál es el evento más popular para ver en México?
en-MX_274	In the Winter Olympics, which event is the most popular to watch in Mexico?
es-MX_275	¿Quién es el boxeador más famoso de México?
en-MX_275	Who is the most famous boxer in Mexico?
es-MX_276	¿Quién es el atleta de pista y campo más famoso en México?
en-MX_276	Who is the most famous track and field athlete in Mexico?
es-MX_277	¿Qué profesión esperan los padres que sus hijos persigan más en México?
en-MX_277	What job do parents most hope their children will pursue in Mexico?
es-MX_278	¿Qué software de oficina suelen utilizar las personas en el lugar de trabajo en México?
en-MX_278	What office software do people typically use in the workplace in Mexico?
es-MX_279	¿Qué ciudades o regiones son conocidas por sus actividades de importación y exportación en México?
en-MX_279	Which cities or regions are known for their import and export activities in Mexico?
es-MX_280	¿Qué plataforma se utiliza comúnmente en la industria del comercio electrónico en México?
en-MX_280	What platform is commonly used in the e-commerce industry in Mexico?
es-MX_281	¿Cuál es el período de prueba típico para los nuevos empleados antes de firmar un contrato formal en México? (por ejemplo, 1 mes).
en-MX_281	How long is the typical probation period for new employees before signing a formal contract in Mexico? (e.g., 1 month).
es-MX_282	¿Qué industrias suelen elegir los jóvenes para iniciar negocios en México?
en-MX_282	Which industries do young people typically choose to start businesses in Mexico?
es-MX_283	¿Cuál es la forma más común en que los miembros de la familia se comunican a distancia en México?
en-MX_283	What is the most common way for family members to communicate remotely in Mexico?
es-MX_284	¿Qué tipo de alojamiento se reserva habitualmente para viajes familiares en México?
en-MX_284	What form of accommodation is typically booked for family trips in Mexico?
es-MX_285	¿Qué fruta se suele preparar más para las cenas familiares en México?
en-MX_285	Which fruit is usually prepared the most for family dinners in Mexico?
es-MX_286	¿Cuántas horas de clases suelen tener los estudiantes universitarios por semana en México? (Proporciona solo números arábigos (por ejemplo, 1).)
en-MX_286	How many hours of classes do university students typically have per week in Mexico? (Provide Arabic numerals (e.g., 1) only.)
es-MX_287	¿Cuál es la cuota de inscripción típica por semestre para las preparatorias públicas en México? (Proporciona solo números arábigos (por ejemplo, 1).)
en-MX_287	What is the typical tuition fee per semester for public high schools in Mexico?  (Provide Arabic numerals (e.g., 1) only.)
es-MX_288	¿Qué cursos obligatorios tienen en común los estudiantes universitarios en México?
en-MX_288	What compulsory courses do university students have in common in Mexico?
es-MX_289	¿Cuál es el tamaño promedio de las clases en las preparatorias en México? (Proporcione únicamente números arábigos (por ejemplo, 1).)
en-MX_289	What is the average class size in high schools in Mexico? (Provide Arabic numerals (e.g., 1) only.)
es-MX_290	¿Qué carrera se considera más conducente al empleo en México?
en-MX_290	Which major is considered most conducive to employment in Mexico?
es-MX_291	¿Qué tipo de clubes son los más populares entre los estudiantes universitarios en México?
en-MX_291	What type of clubs are most popular among university students in Mexico?
es-MX_292	¿En que tipos de alojamiento viven principalmente los estudiantes universitarios en México?
en-MX_292	What types of accommodation do university students in Mexico typically live in?
es-MX_293	¿Cuánto dura cada período de clase para los estudiantes de secundaria en México (minutos)? (Proporcione solo números arábigos (por ejemplo, 1).)
en-MX_293	How long is each class period for middle school students in Mexico (minutes)?  (Provide Arabic numerals (e.g., 1) only.)
es-MX_294	¿Qué actividades de ocio suelen gustarle a las mujeres jubiladas en México?
en-MX_294	What leisure activities do retired women typically like in Mexico?
es-MX_295	¿Qué actividades de ocio suelen gustarles a los hombres jubilados en México?
en-MX_295	What leisure activities do retired men typically like in Mexico?
es-MX_296	¿Durante qué festividades la gente suele visitar lugares religiosos (templos, iglesias, etc.) en México?
en-MX_296	During which holidays do people typically visit religious sites (temples, churches, etc.) in Mexico?
es-MX_297	¿Cuáles son los regalos típicos para una inauguración de casa en México?
en-MX_297	What are the typical housewarming gifts in Mexico?
es-MX_298	¿A qué hora suelen comenzar las bodas típicamente en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)
en-MX_298	At what time do weddings typically start in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)
es-MX_299	¿Qué ciudad de México es la que más festivales alberga?
en-MX_299	Which city in Mexico hosts festivals the most?
es-MX_300	¿Qué color de ropa suelen llevar las personas cuando asisten a bodas en México?
en-MX_300	What color of clothing do people typically wear when attending weddings in Mexico?
es-MX_301	¿Qué color de ropa suelen llevar las personas cuando asisten a funerales en México?
en-MX_301	What color of clothing do people typically wear when attending funerals in Mexico?
es-MX_302	¿Qué botana se come en el cine en México?
en-MX_302	Which snack is eaten in the cinema in Mexico?
es-MX_303	¿Cuál es el sabor de papas fritas más popular en México?
en-MX_303	What is the most popular chip/crisp flavour in Mexico?
es-MX_304	¿Quién es un chef celebridad popular en México?
en-MX_304	Who is a popular celebrity chef in Mexico?
es-MX_305	¿Qué comida es una opción rápida y económica para comer en México?
en-MX_305	Which food is a cost-effective and quick meal option in Mexico?
es-MX_306	¿Cuáles son los programas de cocina más populares en México?
en-MX_306	What are the most popular cooking shows in Mexico?
es-MX_307	¿Cuál es la marca de chocolate más popular en México?
en-MX_307	What is the most popular chocolate brand in Mexico?
es-MX_308	¿Cuál es el queso más consumido en México?
en-MX_308	What is the most eaten cheese in Mexico?
es-MX_309	¿Cuál es la verdura menos gustada en México?
en-MX_309	What is the most disliked vegetable in Mexico?
es-MX_310	¿Qué comida se encuentra más comúnmente en las plazas de comida en México?
en-MX_310	What food is most commonly found in food courts in Mexico?
es-MX_311	¿Cuáles son los instrumentos de animación más comunes utilizados por los aficionados al deporte en México?
en-MX_311	What are the most common cheering tools used by sports fans in Mexico?
es-MX_312	¿Qué llevan los aficionados consigo cuando asisten a un partido en vivo en México?
en-MX_312	What do fans bring with them when attending a live game in Mexico?
es-MX_313	¿Cuál es el estadio deportivo más conocido en México?
en-MX_313	What is the most well known sporting stadium in Mexico?
es-MX_314	¿Quién es el paralímpico más famoso de México?
en-MX_314	Who is the most famous Paralympian in Mexico?
es-MX_315	¿Cuál es el cántico deportivo más reconocido en México?
en-MX_315	What is the best recognized sporting chant in Mexico?
es-MX_316	¿Qué industrias son conocidas por tener horarios de trabajo más flexibles en México?
en-MX_316	Which industries are known for more flexible working hours in Mexico?
es-MX_317	¿Quién es el empresario más conocido y exitoso de México?
en-MX_317	Who is the most well known and successful entrepreneur in Mexico?
es-MX_318	¿Qué se puede encontrar típicamente en el jardín trasero de las casas en México?
en-MX_318	What can typically be found in the back garden of houses in Mexico?
es-MX_319	¿Cuál es el nombre de la familia más famosa de México?
en-MX_319	What is the name of the most famous family in Mexico?
es-MX_320	¿Cuál es el apellido más común en México?
en-MX_320	What is the most common family name in Mexico?
es-MX_321	¿Cuál es la religión más practicada por las familias en México?
en-MX_321	Which religion is most commonly practiced by families in Mexico?
es-MX_322	¿Cuál es el idioma extranjero más hablado por las familias en México?
en-MX_322	What is the most popular foreign language spoken by families in Mexico?
es-MX_323	¿Cuál es el país de destino más popular para las familias de México que emigran?
en-MX_323	Which country is the most popular destination for families from Mexico to emigrate to?
es-MX_324	¿Qué repercusiones hay para el mal comportamiento en las escuelas en México?
en-MX_324	What repercussions are there for bad behavior in schools in Mexico?
es-MX_325	¿Qué escritores se estudian comúnmente en la clase de literatura en México?
en-MX_325	Which writers are commonly studied in literature class in Mexico?
es-MX_326	¿Cuántos periodos vacacionales hay en un año para las preparatorias en México? (Proporciona solo números arábigos (por ejemplo, 1).)
en-MX_326	How many school breaks are there in a year for high schools in Mexico? (Provide Arabic numerals (e.g., 1) only.)
es-MX_327	¿Qué recurso en línea suelen utilizar los estudiantes para estudiar en México?
en-MX_327	Which online resource do students usually use to study in Mexico?
es-MX_328	¿Cuál es la duración promedio de un semestre en términos de semanas de enseñanza en las universidades de México? (Proporcione solo números arábigos (por ejemplo, 1).)
en-MX_328	What is the average length of a semester in terms of weeks of teaching at universities in Mexico? (Provide Arabic numerals (e.g., 1) only.)
es-MX_329	¿Cuál es el aeropuerto más concurrido en México durante la temporada de vacaciones?
en-MX_329	Which airport in Mexico is the busiest during the holiday season?
es-MX_330	¿Qué región de México es bien conocida por sus representaciones teatrales?
en-MX_330	Which region of Mexico is well known for its theatrical performances?
es-MX_331	¿Cuál es el monumento histórico más famoso de México?
en-MX_331	What is the most famous historic landmark in Mexico?
es-MX_332	¿Cuál es la cadena de hoteles más famosa en México?
en-MX_332	What is the most famous hotel brand in Mexico?
es-MX_333	¿Cuál es la opción de desayuno para llevar más popular en México?
en-MX_333	What is the most popular grab-and-go breakfast option in Mexico?
es-MX_334	¿Cuál es la comida más popular en México entre los jóvenes?
en-MX_334	What is the most popular food in Mexico among young people?
es-MX_335	¿Qué tipo de bebida alcohólica se consume más comúnmente en festivales en México?
en-MX_335	What type of alcoholic drink is most commonly consumed at festivals in Mexico?
es-MX_336	¿Cuál es la bebida matutina más común en México?
en-MX_336	What is the most common morning drink in Mexico?
es-MX_337	¿Cuál es el postre tradicional más popular en México?
en-MX_337	What is the most popular traditional dessert in Mexico?
es-MX_338	¿Cuál es el deporte de raqueta más popular en México?
en-MX_338	What is the most popular racket sport in Mexico?
es-MX_339	¿Cuál es el deporte de atletismo más popular en México?
en-MX_339	What is the most popular track and field sport in Mexico?
es-MX_340	¿Cuál evento deportivo internacional es el más popular en México?
en-MX_340	Which international sporting event is the most popular in Mexico?
es-MX_341	¿Cuánto duran (en minutos) los descansos laborales típicos en México, excluyendo los descansos para comer y cenar? (Proporcione solo números arábigos (por ejemplo, 1).)
en-MX_341	How long (in minutes) are typical work breaks in Mexico, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)
es-MX_342	¿Qué trabajo se considera mal pagado en México?
en-MX_342	Which job is considered underpaid in Mexico?
es-MX_343	¿Cuál es la comida más común que se sirve durante la Semana Santa en México?
en-MX_343	What is the most common food served during Easter in Mexico?
es-MX_344	¿Cuál es el género musical más popular entre la población de adultos mayores en México?
en-MX_344	What is the most popular music genre among the elderly population in Mexico?
es-MX_345	¿Qué bebida se ofrece habitualmente en los funerales en México?
en-MX_345	What drink is usually offered at funerals in Mexico?
es-MX_346	¿Qué bebida se ofrece habitualmente en las bodas en México?
en-MX_346	What drink is usually offered at weddings in Mexico?
es-MX_347	¿Qué comida se originó en México y puede encontrarse en todo el mundo?
en-MX_347	What food originated from Mexico and can be found all over the world?
